time_s,raw_x,raw_y,raw_z
2.162673,-13.94,1617.89,-1095.44
2.186053,8.16,1603.26,-1086.25
2.217990,-16.93,1594.42,-1095.29
2.241129,-19.51,1587.29,-1097.08
2.265962,-14.10,1579.59,-1094.50
2.290612,-15.11,1572.23,-1095.22
2.317031,-13.41,1564.23,-1094.54
2.344906,-12.73,1556.34,-1093.55
2.370323,1.32,1543.92,-1088.41
2.398157,-15.31,1535.06,-1094.93
2.421044,-17.83,1528.57,-1095.71
2.445099,-14.70,1520.40,-1094.35
2.468810,-11.69,1514.18,-1092.64
2.493002,-11.05,1506.81,-1091.79
2.518436,-12.66,1498.68,-1093.38
2.541643,-18.52,1492.63,-1095.35
2.564171,-11.58,1485.11,-1091.73
2.588604,8.99,1473.38,-1084.64
2.617890,-13.40,1463.13,-1093.60
2.642203,-10.13,1456.99,-1092.68
2.665942,-12.22,1450.26,-1094.13
2.689374,-6.62,1442.60,-1091.06
2.711945,-9.66,1436.41,-1091.84
2.734837,-10.84,1429.30,-1092.22
2.757233,-8.46,1423.57,-1091.12
2.781720,-8.55,1416.76,-1091.83
2.804984,-12.25,1410.05,-1093.05
2.828328,-15.04,1402.72,-1095.67
2.850641,-7.03,1396.38,-1091.87
2.873952,12.66,1386.71,-1085.79
2.905659,-9.87,1376.89,-1095.09
2.928142,-4.60,1369.79,-1093.04
2.951839,-6.66,1362.10,-1093.58
2.975838,-7.09,1355.73,-1094.42
2.998698,-2.84,1348.96,-1094.66
3.021238,-6.35,1340.73,-1095.54
3.043021,-12.83,1335.22,-1097.28
3.069851,-8.82,1328.39,-1094.50
3.091999,-9.39,1321.83,-1095.68
3.114146,-2.41,1316.46,-1092.38
3.137172,-17.61,1307.78,-1098.86
3.159669,-2.38,1302.61,-1093.10
3.182238,-8.09,1294.93,-1094.88
3.205482,-9.09,1288.96,-1095.43
3.229070,-12.73,1281.15,-1097.23
3.256115,-17.95,1273.80,-1098.38
3.282968,13.11,1267.07,-1087.24
3.306264,-11.71,1254.14,-1097.26
3.329950,-8.14,1247.56,-1096.49
3.352332,-8.80,1240.40,-1097.29
3.379290,-12.63,1233.85,-1099.21
3.403140,-9.80,1226.54,-1098.52
3.426752,-11.81,1219.03,-1099.93
3.449473,-7.93,1214.63,-1098.92
3.473522,-5.26,1206.95,-1098.08
3.496574,-4.36,1200.76,-1097.33
3.519167,-11.97,1193.04,-1099.91
3.542672,-8.26,1187.58,-1099.45
3.564791,10.19,1179.25,-1091.07
3.593455,-7.09,1166.93,-1097.79
3.616503,-15.26,1158.43,-1101.59
3.649529,-6.33,1152.09,-1098.73
3.673067,-16.19,1143.63,-1103.78
3.695211,-27.83,1132.13,-1110.18
3.726813,-17.86,1122.47,-1105.16
3.752696,-4.29,1117.17,-1100.86
3.776811,-5.87,1110.13,-1099.83
3.799662,-2.30,1103.23,-1097.91
3.822412,7.81,1097.89,-1094.51
3.845182,-5.66,1088.65,-1099.86
3.867722,2.71,1082.30,-1093.33
3.890867,4.07,1074.70,-1093.10
3.913371,-6.49,1065.08,-1097.69
3.935755,-4.57,1058.89,-1098.32
3.957604,-2.93,1052.73,-1096.74
3.980299,-5.68,1044.93,-1097.38
4.004208,-3.66,1038.73,-1097.57
4.028232,0.01,1031.95,-1095.07
4.054249,-6.87,1022.88,-1100.64
4.079374,21.49,1018.22,-1089.24
4.106666,-3.97,1001.00,-1100.53
4.136952,-7.25,994.08,-1102.11
4.161448,-3.74,987.49,-1098.71
4.185516,0.62,980.61,-1098.26
4.207512,-27.79,963.56,-1110.04
4.239049,-2.16,957.33,-1099.61
4.265459,-1.27,951.02,-1099.58
4.289002,0.97,944.68,-1099.52
4.313427,0.37,936.65,-1097.79
4.336140,-1.10,929.44,-1098.45
4.359594,-5.20,918.56,-1101.13
4.383373,-7.80,912.18,-1101.42
4.406604,4.82,907.49,-1095.58
4.430086,5.55,899.46,-1097.80
4.453336,-0.97,890.41,-1101.39
4.475795,23.73,885.17,-1091.65
4.506051,-5.89,866.11,-1104.12
4.528484,-0.72,859.86,-1100.81
4.553790,0.88,853.46,-1100.37
4.578206,-1.37,845.33,-1100.54
4.601042,-0.87,838.29,-1100.40
4.624395,-2.11,830.14,-1099.82
4.647033,-4.93,821.24,-1099.42
4.669358,-4.12,813.62,-1101.15
4.691866,-0.44,807.47,-1098.76
4.714423,5.92,800.05,-1095.92
4.737059,1.55,791.44,-1098.22
4.760642,-1.03,782.78,-1099.74
4.783391,-2.83,774.64,-1100.97
4.806354,8.28,769.44,-1096.16
4.829980,1.50,760.93,-1099.62
4.853377,5.98,754.91,-1097.25
4.875380,25.26,750.68,-1089.38
4.904184,0.86,729.57,-1100.17
4.928276,2.20,722.93,-1100.02
4.954682,1.36,713.85,-1099.40
4.980615,3.29,707.50,-1097.33
5.011237,-1.29,697.44,-1099.65
5.039212,35.13,698.51,-1085.20
5.064993,5.62,676.20,-1098.14
5.087997,9.38,670.14,-1096.87
5.112682,4.63,660.91,-1098.49
5.138495,9.84,655.11,-1094.93
5.160976,34.86,653.66,-1085.86
5.192353,-1.23,627.01,-1100.45
5.215654,8.03,622.39,-1097.50
5.240953,13.47,616.72,-1095.35
5.265001,5.61,605.32,-1097.85
5.287653,6.23,598.08,-1097.89
5.310856,0.77,587.93,-1101.88
5.333101,1.82,580.97,-1101.75
5.355779,4.09,575.76,-1100.73
5.378264,5.92,567.25,-1100.51
5.402547,11.28,561.61,-1098.34
5.425551,13.30,554.14,-1097.99
5.448925,10.65,546.22,-1099.26
5.471818,8.03,537.67,-1100.81
5.494730,13.33,532.34,-1099.38
5.517633,25.33,529.84,-1093.13
5.562316,41.19,517.83,-1088.37
5.592429,12.17,491.60,-1100.48
5.616592,8.80,480.85,-1101.23
5.641820,12.47,475.27,-1099.62
5.664080,13.15,467.41,-1100.01
5.686476,17.04,462.71,-1099.96
5.712602,8.96,451.35,-1102.21
5.738306,13.97,447.08,-1100.01
5.763451,9.06,435.89,-1100.33
5.789738,38.19,441.50,-1090.86
5.819131,12.81,415.86,-1100.84
5.842205,23.66,412.07,-1096.20
5.889144,15.65,393.43,-1098.11
5.912767,13.61,384.50,-1100.49
5.935194,20.74,382.69,-1095.56
5.959348,9.46,367.96,-1100.67
5.982870,18.85,366.11,-1097.05
6.006162,16.99,357.29,-1100.35
6.030466,13.16,347.48,-1101.44
6.058227,14.94,342.01,-1098.42
6.107053,16.22,320.35,-1100.45
6.132810,15.47,314.43,-1100.12
6.402821,13.57,224.63,-1095.63
6.425075,24.57,224.44,-1089.41
6.448438,17.52,212.91,-1094.19
6.470311,18.91,208.42,-1093.02
6.494151,16.83,202.29,-1094.62
6.517996,20.19,199.22,-1092.26
6.541184,21.34,190.81,-1091.32
6.568727,14.20,179.28,-1096.01
6.593819,40.81,188.85,-1083.71
6.618774,22.22,165.71,-1091.96
