time_s,kf_x,kf_y,kf_z
3.983515,-749.63,2305.51,-1350.85
4.005483,-760.52,2317.80,-1347.83
4.026180,-769.81,2329.01,-1344.30
4.052206,-777.71,2342.64,-1350.17
4.073702,-774.81,2351.35,-1345.08
4.102489,-765.25,2358.28,-1352.07
4.149186,-767.07,2377.77,-1387.69
4.170997,-758.16,2381.75,-1367.57
4.192130,-759.96,2390.54,-1352.89
4.214481,-768.51,2403.09,-1345.21
4.236510,-775.40,2415.01,-1338.80
4.261576,-797.03,2434.88,-1341.55
4.290069,-812.33,2451.62,-1348.71
4.310604,-823.80,2463.69,-1341.73
4.338385,-823.80,2463.69,-1341.73
4.359400,-823.80,2463.69,-1341.73
4.589410,-823.80,2463.69,-1341.73
4.613431,-823.80,2463.69,-1341.73
4.633680,-823.80,2463.69,-1341.73
4.660335,-823.80,2463.69,-1341.73
4.690067,-823.80,2463.69,-1341.73
4.710956,-823.80,2463.69,-1341.73
4.737678,-823.80,2463.69,-1341.73
4.758347,-823.80,2463.69,-1341.73
4.778968,-823.80,2463.69,-1341.73
4.803228,-823.80,2463.69,-1341.73
4.825353,-823.80,2463.69,-1341.73
4.850017,-823.80,2463.69,-1341.73
4.871396,-823.80,2463.69,-1341.73
4.901024,-823.80,2463.69,-1341.73
4.923042,-823.80,2463.69,-1341.73
4.949468,-823.80,2463.69,-1341.73
