time_s,raw_x,raw_y,raw_z
1.680779,-36.54,1616.53,-1101.74
1.702105,-33.73,1605.27,-1100.58
1.723302,-31.81,1594.59,-1099.93
1.747401,-33.61,1583.28,-1100.49
1.771459,-41.17,1571.64,-1103.44
1.796671,-37.18,1561.04,-1101.05
1.818590,-33.93,1549.88,-1100.84
1.843676,-32.28,1539.75,-1100.43
1.865112,3.40,1520.82,-1085.86
1.890520,2.49,1511.59,-1086.52
1.911676,2.47,1501.53,-1086.51
1.933654,-2.57,1490.10,-1088.62
1.959688,-1.80,1480.82,-1087.67
1.980629,-28.03,1466.45,-1097.94
2.011147,-28.02,1456.44,-1098.07
2.033499,-25.94,1445.18,-1097.82
2.059625,-30.22,1435.60,-1098.48
2.082330,4.46,1419.85,-1085.30
2.115071,3.00,1409.77,-1086.58
2.137292,3.83,1400.15,-1085.58
2.160074,-0.80,1391.56,-1087.86
2.181524,6.03,1381.99,-1086.73
2.203053,-26.43,1366.29,-1099.35
2.234990,-18.61,1355.93,-1097.89
2.259597,-27.28,1344.98,-1102.26
2.282959,-27.02,1335.62,-1102.96
2.307441,-21.25,1325.24,-1098.97
2.330994,-0.95,1311.19,-1091.31
2.355379,7.31,1302.04,-1087.58
2.377290,4.79,1292.31,-1088.38
2.401362,12.02,1283.41,-1085.75
2.423618,-0.68,1272.42,-1090.50
2.444661,4.04,1263.34,-1088.67
2.466118,9.27,1255.07,-1088.51
2.488264,4.01,1243.56,-1089.26
2.513908,-0.90,1234.29,-1091.19
2.535867,4.92,1223.43,-1090.84
2.557679,7.67,1214.72,-1088.13
2.579512,1.99,1203.41,-1091.36
2.602039,3.19,1195.19,-1091.82
2.626455,-2.30,1184.10,-1093.47
2.649050,3.65,1175.01,-1092.35
2.675165,-31.58,1156.35,-1106.34
2.703180,-21.05,1147.57,-1104.07
2.724969,9.70,1136.88,-1093.61
2.753730,9.44,1129.24,-1093.86
2.777550,14.01,1117.92,-1091.92
2.801996,8.92,1107.38,-1093.31
2.823186,18.70,1100.17,-1090.36
2.844395,11.49,1088.11,-1091.76
2.866181,13.70,1077.92,-1087.78
2.887830,0.62,1064.64,-1092.01
2.913976,1.89,1055.98,-1091.28
2.936753,3.25,1047.27,-1089.34
2.958338,15.11,1040.31,-1087.68
2.981380,12.06,1030.67,-1090.33
3.002842,-21.71,1006.99,-1102.43
3.034265,-19.99,998.69,-1103.62
3.056022,-18.77,989.03,-1102.67
3.077507,-17.42,978.07,-1103.67
3.102123,-13.39,968.99,-1100.93
3.123503,18.08,962.03,-1089.56
3.153302,11.64,951.00,-1092.48
3.174577,10.26,941.22,-1093.25
3.201038,17.44,933.30,-1091.00
3.222749,13.92,921.64,-1092.83
3.244582,12.69,910.95,-1094.75
3.266892,13.72,901.11,-1093.28
3.288698,13.58,891.83,-1093.86
3.314269,9.15,879.77,-1095.38
3.336477,12.67,870.85,-1095.42
3.357436,12.00,861.38,-1095.84
3.379680,11.49,849.97,-1093.80
3.402217,14.26,842.65,-1094.92
3.424966,15.13,832.76,-1092.74
3.451021,7.75,819.40,-1096.09
3.472948,-16.52,796.46,-1106.18
3.500016,-9.28,789.18,-1101.69
3.522239,12.55,781.35,-1091.55
3.553391,19.11,774.43,-1089.96
3.576540,19.10,765.07,-1088.99
3.602271,14.76,753.15,-1091.40
3.628632,16.56,743.28,-1089.88
3.653109,10.50,731.22,-1091.54
3.678508,23.91,727.01,-1087.19
3.703757,-11.68,698.24,-1101.85
3.726539,-10.29,688.16,-1101.44
3.748518,13.66,682.56,-1092.30
3.778897,18.50,675.43,-1088.85
3.800396,24.84,667.43,-1085.69
3.827053,22.01,656.37,-1087.67
3.852125,24.12,646.42,-1086.77
3.873630,-3.08,619.91,-1097.79
3.898966,-1.69,610.95,-1097.91
3.921547,-4.20,600.30,-1100.06
3.948445,-4.28,590.15,-1100.74
3.971080,24.42,589.12,-1088.57
4.000733,15.46,576.20,-1091.88
4.024087,22.20,568.57,-1088.82
4.045764,29.73,561.92,-1087.22
4.068175,34.98,557.09,-1085.59
4.090570,23.80,538.82,-1091.32
4.114885,27.45,532.34,-1091.07
4.160098,31.78,513.37,-1088.95
4.182196,33.23,504.28,-1087.17
4.203185,3.22,473.19,-1101.01
4.236955,2.27,461.57,-1103.53
4.289195,26.06,454.21,-1093.07
4.354353,35.36,429.39,-1088.34
4.400115,32.45,407.18,-1091.50
4.421939,21.08,391.58,-1094.22
4.443618,27.62,386.84,-1091.61
4.466030,31.36,379.85,-1089.10
4.514725,37.42,363.05,-1087.17
4.536704,30.86,350.66,-1091.46
4.713847,30.96,273.27,-1092.12
4.841130,32.44,220.18,-1085.83
4.864612,31.31,211.23,-1085.76
4.885908,38.93,209.24,-1083.35
4.913243,29.41,192.72,-1088.01
4.934901,30.99,183.49,-1087.17
4.955743,33.87,178.65,-1087.46
4.980508,39.80,173.01,-1084.72
5.002104,23.74,151.22,-1090.99
5.026611,34.15,148.32,-1088.33
5.098421,10.81,95.15,-1100.91
