time_s,kf_x,kf_y,kf_z
2.938306,-215.32,1248.32,-1173.54
2.970034,-214.24,1257.59,-1196.38
2.994000,-211.79,1256.75,-1069.50
3.015493,-236.12,1260.81,-1064.45
3.041526,-235.39,1267.28,-1053.74
3.063921,-241.37,1272.03,-1045.60
3.090630,-245.77,1276.90,-1042.17
3.114113,-239.89,1283.87,-1044.26
3.145940,-233.32,1290.51,-1055.03
3.168719,-234.67,1295.40,-1068.58
3.191881,-238.25,1300.51,-1087.66
3.213638,-237.45,1304.74,-1109.03
3.236266,-245.96,1310.46,-1144.53
3.264857,-251.47,1316.65,-1173.94
3.287501,-256.54,1321.58,-1184.34
3.314730,-263.19,1327.06,-1195.45
3.338057,-259.02,1333.56,-1194.16
3.370481,-257.12,1341.72,-1206.08
3.392651,-259.55,1346.57,-1203.27
3.414265,-264.09,1351.82,-1204.49
3.441614,-265.90,1357.88,-1217.51
3.463904,-267.65,1362.74,-1224.77
3.489062,-271.99,1368.09,-1241.49
3.511589,-276.94,1373.03,-1257.62
3.533770,-279.16,1377.91,-1277.46
3.555968,-275.64,1382.84,-1290.27
3.578108,-277.62,1387.48,-1296.53
3.608413,-283.02,1393.68,-1315.79
3.631453,-284.22,1398.12,-1315.44
3.656236,-288.81,1401.85,-1318.89
3.683115,-297.94,1406.57,-1326.70
3.708714,-301.50,1410.99,-1330.43
3.734442,-310.10,1415.64,-1338.08
3.833631,-324.91,1432.76,-1467.76
3.856147,-329.68,1436.49,-1410.60
3.878820,-331.71,1439.19,-1372.22
3.901731,-332.85,1442.31,-1346.45
3.924562,-338.51,1445.81,-1332.28
3.954420,-351.39,1450.00,-1339.01
3.976308,-353.07,1453.50,-1332.29
4.009576,-359.24,1457.99,-1345.22
4.032576,-361.07,1461.47,-1339.48
4.060367,-362.10,1465.17,-1343.12
4.083328,-362.78,1468.45,-1339.20
4.114903,-364.74,1472.06,-1350.01
4.138586,-358.99,1474.01,-1345.26
4.169533,-361.93,1477.61,-1355.39
4.193335,-364.53,1480.04,-1352.89
4.216762,-370.19,1482.41,-1352.45
4.241813,-376.57,1485.22,-1356.47
4.263704,-378.19,1487.29,-1354.90
4.289020,-377.90,1489.43,-1360.07
4.313962,-376.02,1491.57,-1363.91
4.336662,-375.10,1493.25,-1364.12
4.362229,-375.19,1495.04,-1370.02
4.384123,-371.10,1496.49,-1368.12
4.409804,-366.01,1497.89,-1373.44
4.431312,-362.90,1498.80,-1370.95
4.456715,-362.52,1500.04,-1377.07
4.478602,-363.79,1501.29,-1376.45
4.500276,-364.22,1502.42,-1376.08
4.522317,-364.49,1503.64,-1377.04
4.544398,-363.88,1504.86,-1378.18
4.570279,-363.42,1506.14,-1386.13
4.593575,-363.40,1507.30,-1387.82
4.617198,-366.25,1508.93,-1390.56
4.645825,-366.88,1510.20,-1401.24
4.672366,-364.41,1511.10,-1404.88
4.699075,-363.03,1511.84,-1407.85
4.721347,-359.45,1511.94,-1401.61
4.754103,-354.27,1512.29,-1414.57
4.775667,-352.82,1512.41,-1404.49
4.801599,-348.59,1512.38,-1403.74
4.824094,-346.57,1512.25,-1397.34
4.849975,-342.54,1512.40,-1397.92
4.873165,-342.59,1512.24,-1394.10
4.895237,-340.54,1511.93,-1388.92
4.921944,-339.86,1511.84,-1393.10
4.943962,-340.13,1511.41,-1388.20
4.969814,-342.47,1511.37,-1391.52
4.994120,-343.19,1511.00,-1391.06
5.016914,-341.93,1510.40,-1387.79
5.042491,-340.49,1509.46,-1390.01
5.065194,-343.93,1508.72,-1387.65
5.096886,-343.63,1507.40,-1400.56
5.120207,-342.97,1506.37,-1395.29
5.145524,-345.13,1505.51,-1395.30
5.171318,-346.68,1504.66,-1395.86
5.198376,-348.03,1503.94,-1398.22
5.221193,-350.04,1503.66,-1392.91
5.244700,-351.89,1503.36,-1390.29
5.269936,-350.95,1501.87,-1390.66
5.291904,-354.40,1501.23,-1386.45
5.322334,-357.31,1500.19,-1397.68
5.464090,-125.94,1823.66,-1035.01
5.615195,-724.55,1574.66,-1392.93
5.637516,-517.55,1548.25,-1357.96
5.687617,-519.74,1528.27,-1326.52
5.714252,-530.70,1522.30,-1322.60
5.737120,-525.36,1505.26,-1322.15
5.812657,-513.70,1473.25,-1333.38
