time_s,raw_x,raw_y,raw_z
3.114113,-239.36,1285.63,-984.35
3.145940,-233.84,1290.05,-993.71
3.168719,-244.27,1295.25,-1009.51
3.191881,-250.95,1300.55,-1028.71
3.213638,-242.94,1303.87,-1047.80
3.236266,-268.41,1311.97,-1102.02
3.264857,-265.29,1316.39,-1080.53
3.287501,-269.98,1321.46,-1053.80
3.314730,-277.82,1326.05,-1035.01
3.338057,-251.87,1336.54,-1006.93
3.370481,-256.49,1343.25,-1002.40
3.392651,-270.41,1345.96,-1001.72
3.414265,-279.55,1352.43,-1008.13
3.441614,-273.44,1357.27,-1013.82
3.463904,-276.28,1362.13,-1025.86
3.489062,-285.85,1367.27,-1045.25
3.511589,-292.09,1372.71,-1069.60
3.533770,-287.47,1377.71,-1095.98
3.555968,-270.89,1382.74,-1070.15
3.578108,-287.97,1386.77,-1042.70
3.608413,-299.21,1392.61,-1034.98
3.631453,-291.62,1396.88,-1025.00
3.656236,-303.66,1398.47,-1025.79
3.683115,-320.94,1405.04,-1032.08
3.708714,-310.83,1409.68,-1032.89
3.734442,-330.14,1414.97,-1055.18
3.833631,-333.08,1431.50,-1061.59
3.856147,-341.74,1436.19,-1056.04
3.878820,-339.80,1437.36,-1052.63
3.901731,-339.70,1441.23,-1055.62
3.924562,-354.00,1445.56,-1074.50
3.954420,-376.36,1449.08,-1104.74
3.976308,-358.33,1453.73,-1101.30
4.009576,-369.82,1456.84,-1104.65
4.032576,-367.44,1461.53,-1101.44
4.060367,-366.28,1464.27,-1100.46
4.083328,-368.79,1468.26,-1098.81
4.114903,-372.34,1470.16,-1097.87
4.138586,-353.75,1471.36,-1091.19
4.169533,-375.94,1476.83,-1098.23
4.193335,-378.39,1478.88,-1099.29
4.216762,-390.24,1481.39,-1102.57
4.241813,-396.52,1484.84,-1104.71
4.263704,-387.49,1486.19,-1101.53
4.289020,-382.66,1487.81,-1099.53
4.313962,-378.81,1490.35,-1098.13
4.336662,-381.80,1491.68,-1099.50
4.362229,-384.72,1493.41,-1100.01
4.384123,-371.99,1495.09,-1096.26
4.409804,-366.64,1495.89,-1094.69
4.431312,-369.48,1496.79,-1095.96
4.456715,-376.60,1498.41,-1099.83
4.478602,-381.03,1500.55,-1101.94
4.500276,-378.85,1501.53,-1101.39
4.522317,-378.42,1503.03,-1101.74
4.544398,-375.48,1504.34,-1101.07
4.570279,-375.68,1505.28,-1101.48
4.593575,-376.58,1506.70,-1102.00
4.617198,-385.94,1509.47,-1105.62
4.645825,-380.08,1509.21,-1104.07
4.672366,-371.08,1509.80,-1102.29
4.699075,-373.10,1510.44,-1104.01
4.721347,-364.92,1509.83,-1101.79
4.754103,-359.22,1510.36,-1100.23
4.775667,-365.22,1511.12,-1102.73
4.801599,-355.85,1510.71,-1098.83
4.824094,-358.74,1510.79,-1100.36
4.849975,-351.14,1511.67,-1098.56
4.873165,-360.10,1511.04,-1101.20
4.895237,-352.42,1510.57,-1098.59
4.921944,-355.64,1511.15,-1099.61
4.943962,-356.70,1510.15,-1099.75
4.969814,-363.35,1511.15,-1101.87
4.994120,-358.84,1510.10,-1100.40
5.016914,-352.57,1509.13,-1098.42
5.042491,-351.18,1507.69,-1098.08
5.065194,-365.60,1507.64,-1102.59
5.096886,-355.50,1505.68,-1099.76
5.120207,-354.08,1505.22,-1098.81
5.145524,-362.36,1505.00,-1101.70
5.171318,-361.71,1504.30,-1100.90
5.198376,-362.02,1504.00,-1100.82
5.221193,-365.43,1504.37,-1101.98
5.244700,-366.39,1504.00,-1101.80
5.269936,-358.81,1499.88,-1098.33
5.291904,-372.96,1501.26,-1103.25
5.322334,-372.43,1499.87,-1102.92
5.464090,-145.97,1823.66,-981.89
5.615195,-738.53,1574.66,-1339.81
5.637516,-502.85,1544.69,-1253.11
5.687617,-548.48,1528.75,-1266.81
5.714252,-554.62,1524.59,-1269.30
5.737120,-536.41,1498.27,-1266.13
5.812657,-526.23,1474.20,-1260.95
