time_s,kf_x,kf_y,kf_z
2.649050,8.42,1174.42,-1377.12
2.675165,-2.83,1160.98,-1386.34
2.703180,-9.12,1148.12,-1396.38
2.724969,-3.91,1137.84,-1390.91
2.753730,0.33,1126.22,-1398.85
2.777550,5.36,1116.36,-1395.30
2.801996,7.70,1106.18,-1393.79
2.823186,12.34,1097.94,-1386.37
2.844395,13.67,1088.63,-1381.22
2.866181,15.20,1078.87,-1377.72
2.887830,12.36,1068.07,-1375.72
2.913976,10.20,1056.33,-1381.87
2.936753,8.64,1046.54,-1380.25
2.958338,10.85,1037.99,-1376.69
2.981380,11.68,1028.78,-1377.05
3.002842,2.17,1015.86,-1377.00
3.034265,-6.08,1000.63,-1394.75
3.056022,-11.59,990.10,-1390.97
3.077507,-15.35,979.48,-1388.10
3.102123,-17.21,968.25,-1391.08
3.123503,-8.69,959.39,-1385.54
3.153302,-3.38,947.41,-1396.18
3.174577,0.47,938.92,-1389.09
3.201038,5.91,929.19,-1392.14
3.222749,8.76,920.46,-1386.32
3.244582,10.43,911.15,-1382.60
3.266892,11.86,901.53,-1380.46
3.288698,12.72,892.14,-1378.21
3.314269,11.94,880.81,-1383.32
3.336477,11.99,871.16,-1381.42
3.357436,11.63,861.93,-1378.10
3.379680,11.04,851.64,-1377.65
3.402217,11.25,842.06,-1378.15
3.424966,11.55,832.35,-1378.63
3.451021,9.41,820.55,-1385.35
3.472948,0.14,806.61,-1385.20
3.500016,-5.61,792.45,-1393.45
3.522239,-3.10,781.68,-1389.17
3.553391,1.15,769.28,-1400.73
3.576540,4.81,760.67,-1394.57
3.602271,6.29,750.46,-1394.55
3.628632,7.96,740.35,-1394.87
3.653109,7.14,730.31,-1391.82
3.678508,10.72,721.94,-1390.00
3.703757,1.81,707.33,-1391.06
3.726539,-4.86,694.46,-1387.75
3.748518,-2.65,683.82,-1382.42
3.778897,0.76,671.62,-1391.85
3.800396,5.62,663.68,-1382.79
3.827053,8.65,653.42,-1385.00
3.852125,11.57,643.91,-1383.51
3.873630,4.97,630.25,-1378.55
3.898966,-0.10,616.34,-1381.67
3.921547,-4.93,604.06,-1379.98
3.948445,-9.08,590.81,-1386.46
3.971080,-3.04,582.75,-1381.75
4.000733,-0.86,571.38,-1390.60
4.024087,3.09,563.40,-1385.53
4.045764,8.41,556.52,-1378.63
4.068175,14.14,550.29,-1374.51
4.090570,15.07,540.72,-1372.62
4.114885,16.76,531.47,-1374.61
4.160098,20.21,513.56,-1410.44
4.182196,21.68,504.65,-1395.61
4.203185,12.56,488.78,-1385.87
4.236955,4.24,469.31,-1400.58
4.289195,6.19,448.55,-1436.82
4.354353,13.65,424.68,-1470.48
4.400115,16.81,406.54,-1452.37
4.421939,13.01,395.11,-1405.61
4.443618,13.10,386.25,-1375.40
4.466030,14.40,377.86,-1356.04
4.514725,18.19,359.98,-1376.91
4.536704,17.57,351.02,-1355.01
4.713847,13.30,273.27,-1145.24
4.841130,13.49,220.18,-1138.94
4.864612,12.29,212.25,-1140.45
4.885908,17.94,209.16,-1141.62
4.913243,12.66,195.56,-1146.55
4.934901,11.37,185.13,-1149.48
4.955743,12.33,177.87,-1153.03
4.980508,15.88,170.78,-1157.58
5.002104,10.32,157.67,-1163.97
5.026611,11.16,147.93,-1171.36
5.098421,-2.47,104.98,-1214.18
