time_s,raw_x,raw_y,raw_z
3.723644,-656.77,2160.65,-1112.75
3.749565,-637.75,2164.57,-1108.26
3.771913,-644.90,2177.50,-1104.98
3.793698,-667.50,2193.39,-1110.52
3.816814,-665.86,2202.75,-1110.30
3.838914,-666.49,2214.80,-1103.55
3.861613,-731.37,2250.49,-1118.83
3.889772,-738.28,2261.96,-1123.17
3.911162,-719.03,2265.40,-1113.87
3.937949,-721.39,2273.01,-1108.74
3.959590,-753.97,2296.23,-1115.38
3.983515,-759.68,2306.65,-1113.94
4.005483,-765.17,2317.29,-1112.97
4.026180,-771.32,2327.71,-1116.89
4.052206,-770.65,2340.26,-1112.38
4.073702,-747.87,2343.72,-1103.74
4.102489,-724.91,2340.16,-1096.72
4.149186,-756.27,2373.64,-1104.82
4.170997,-736.44,2370.91,-1097.99
4.192130,-761.41,2390.70,-1103.97
4.214481,-783.93,2410.14,-1109.35
4.236510,-785.20,2420.02,-1107.97
4.261576,-835.86,2453.15,-1120.28
4.290069,-827.54,2455.79,-1117.09
4.310604,-834.18,2466.30,-1121.35
4.338385,-462.00,2917.24,-1011.54
4.359400,-472.09,2910.60,-1007.36
4.589410,-751.98,3107.73,-394.57
4.613431,-756.27,3105.11,-405.85
4.633680,-771.24,3106.45,-405.40
4.660335,-739.28,3077.54,-410.86
4.690067,-726.51,3068.79,-420.77
4.710956,-730.63,3067.96,-424.48
4.737678,-738.46,3070.29,-427.85
4.758347,-739.87,3068.98,-428.30
4.778968,-741.70,3068.92,-428.65
4.803228,-742.04,3067.73,-428.18
4.825353,-754.21,3074.55,-427.93
4.850017,-749.04,3071.65,-427.00
4.871396,-747.26,3071.96,-424.12
4.901024,-742.19,3071.01,-419.86
4.923042,-738.04,3070.12,-417.27
4.949468,-727.87,3066.04,-412.97
