time_s,kf_x,kf_y,kf_z
5.517224,-0.78,1417.67,-1386.35
5.544137,-3.19,1414.34,-1392.26
5.569658,-2.25,1411.05,-1393.51
5.599316,-1.47,1407.69,-1401.09
5.621739,-4.77,1404.20,-1394.87
5.652838,-7.01,1400.22,-1404.74
5.675232,-5.85,1397.42,-1396.10
5.701001,-6.28,1394.49,-1395.90
5.722757,-4.12,1391.79,-1388.08
5.744527,-0.91,1388.78,-1382.32
5.774012,1.98,1385.04,-1391.08
5.795701,4.50,1382.07,-1383.97
5.821750,4.76,1379.06,-1386.37
5.844212,4.54,1376.33,-1382.37
5.868109,4.18,1373.64,-1381.85
5.891790,5.14,1371.07,-1380.80
5.912895,4.82,1368.09,-1376.15
5.943019,1.73,1364.06,-1388.67
5.964802,0.99,1361.27,-1383.06
5.988800,0.20,1358.22,-1382.99
6.011313,-0.05,1355.85,-1380.49
6.032656,3.21,1353.26,-1376.42
6.061418,7.24,1350.28,-1385.53
6.083613,8.52,1347.93,-1381.06
6.110354,8.45,1344.96,-1386.13
6.133602,4.83,1341.94,-1384.88
6.163704,2.57,1338.61,-1395.26
6.185664,0.44,1336.34,-1389.05
6.213254,-2.14,1333.46,-1394.26
6.235132,-0.94,1331.03,-1387.66
6.260495,1.85,1327.86,-1388.16
6.290840,0.85,1324.18,-1397.42
6.312873,-1.13,1321.13,-1390.19
6.342155,-2.96,1317.44,-1397.16
6.366212,-6.46,1313.99,-1393.56
6.388857,-8.93,1310.58,-1388.70
6.411673,-9.08,1307.62,-1385.20
6.433502,-3.75,1304.38,-1380.19
6.461882,-1.36,1300.32,-1387.73
6.483371,1.42,1297.01,-1381.44
6.511101,2.83,1292.73,-1387.49
6.532740,1.49,1289.11,-1382.32
6.563731,-1.46,1284.29,-1394.91
6.586473,-4.57,1279.98,-1390.60
6.613112,-5.96,1275.73,-1393.60
6.635184,-7.24,1271.86,-1388.37
6.655813,-5.16,1268.19,-1381.30
6.686537,-0.41,1263.58,-1392.68
6.711710,2.80,1260.08,-1391.25
6.735353,4.56,1256.57,-1387.83
6.757526,3.34,1252.53,-1383.56
6.788743,1.81,1247.22,-1395.64
6.811223,-0.88,1243.29,-1389.81
6.833602,-0.48,1239.15,-1385.18
6.862592,-0.33,1234.74,-1392.91
6.884064,-1.03,1231.35,-1386.19
6.910752,-1.79,1227.06,-1390.31
6.937955,-5.08,1221.76,-1394.62
6.968644,-5.73,1216.94,-1403.34
6.989789,-0.27,1213.45,-1391.91
7.022311,1.76,1208.35,-1403.08
7.044483,4.61,1204.69,-1393.05
7.067849,4.00,1200.81,-1388.46
7.090265,3.31,1197.06,-1383.69
7.114143,-1.64,1191.80,-1384.03
7.140871,-3.68,1186.70,-1388.73
7.162596,-9.12,1181.94,-1384.95
7.188320,-15.46,1176.35,-1389.27
7.210447,-15.03,1171.70,-1385.23
7.231458,-10.44,1167.49,-1379.61
7.261720,-7.03,1162.19,-1391.04
7.283413,-2.88,1157.73,-1384.63
7.310377,0.93,1152.85,-1389.25
7.332643,2.73,1148.61,-1385.22
7.356235,2.84,1143.87,-1384.79
7.378627,3.49,1139.16,-1382.56
7.401537,7.65,1135.01,-1381.20
7.423320,8.92,1131.26,-1378.62
7.444910,1.72,1124.94,-1378.36
7.478829,-1.48,1117.71,-1399.27
7.501409,-1.86,1112.80,-1394.43
7.524218,-6.76,1107.45,-1392.38
7.547301,-6.79,1102.94,-1390.79
7.567859,-1.82,1098.57,-1384.21
7.598403,0.96,1092.37,-1396.77
7.620238,1.96,1087.72,-1391.14
7.643077,4.36,1083.04,-1388.23
7.672277,7.56,1077.05,-1395.91
7.697198,8.74,1071.75,-1393.86
7.722687,2.28,1064.24,-1394.83
7.747064,4.32,1058.21,-1392.00
7.778205,5.76,1051.40,-1400.86
7.800379,7.25,1046.23,-1392.45
7.823508,10.07,1041.30,-1387.60
7.845657,5.12,1034.26,-1383.92
7.876033,1.36,1026.72,-1394.95
7.899376,-5.05,1020.02,-1392.33
7.923582,-4.89,1014.84,-1390.66
7.947628,-3.70,1009.59,-1389.26
7.970345,0.13,1004.63,-1385.41
7.999763,3.46,998.91,-1393.72
8.022036,1.19,992.43,-1389.22
8.053173,-0.87,984.61,-1400.73
8.074746,-1.16,979.20,-1392.60
8.100975,-1.61,972.69,-1395.03
8.122190,-1.91,967.45,-1388.33
8.144527,4.37,962.35,-1384.08
8.174037,6.64,955.63,-1393.34
8.195674,9.34,950.79,-1386.53
8.222032,10.82,944.92,-1389.67
8.244658,12.02,939.41,-1385.61
8.267434,11.82,933.70,-1383.08
8.290019,11.99,927.83,-1380.76
8.311530,7.46,920.37,-1378.68
8.340526,2.80,911.54,-1390.13
8.362959,-1.43,904.35,-1387.79
8.388889,-3.82,897.23,-1391.96
8.412339,-7.72,890.57,-1391.45
8.434598,-4.48,885.05,-1387.85
8.466018,-0.39,878.08,-1400.42
8.491551,0.65,872.21,-1399.80
8.513437,2.00,867.25,-1392.84
8.538104,-2.05,859.05,-1393.88
8.564974,-6.26,850.19,-1398.74
8.587055,-9.77,842.89,-1394.45
8.613567,-11.26,835.45,-1398.67
8.635841,-14.79,828.41,-1395.29
8.656901,-10.03,823.48,-1389.27
8.685558,-5.73,816.82,-1397.80
8.706212,-2.59,812.22,-1390.27
8.734024,0.36,806.30,-1396.60
8.756470,2.65,800.78,-1391.79
8.780013,3.36,795.10,-1390.28
8.801701,3.38,789.37,-1385.99
8.822696,-3.32,780.44,-1383.87
8.856100,-6.82,770.47,-1402.73
8.878286,-3.21,765.18,-1395.71
8.910347,1.64,758.73,-1406.39
8.932460,-3.54,749.99,-1398.61
8.963802,-7.31,740.27,-1408.55
8.985670,-10.41,733.29,-1398.93
9.013572,-12.40,725.14,-1402.30
9.036671,-13.38,719.12,-1395.90
9.057744,-7.54,714.93,-1386.10
9.086964,-4.81,707.93,-1392.65
9.108003,-5.17,700.89,-1384.08
9.140187,-7.92,690.81,-1396.96
9.162341,-10.67,683.50,-1389.89
9.190772,-11.43,675.64,-1394.68
9.213587,-10.32,670.38,-1388.37
9.234664,-5.50,666.16,-1380.10
9.262870,-1.45,660.31,-1385.96
9.285735,2.18,655.70,-1381.11
9.310268,5.15,650.54,-1380.39
9.332286,6.09,645.11,-1376.32
9.354201,6.20,638.98,-1373.34
9.376385,11.22,634.53,-1370.23
9.398406,14.46,629.78,-1368.00
9.425267,14.41,622.55,-1375.61
9.450228,6.73,611.20,-1379.80
9.477004,0.28,600.76,-1386.59
9.503747,-3.10,592.04,-1391.16
9.525761,-8.16,584.05,-1387.29
9.549876,-10.41,577.61,-1387.88
9.571353,-8.52,572.82,-1383.31
9.598303,-7.36,566.39,-1389.63
9.623217,-10.17,557.24,-1392.04
9.652469,-8.78,550.17,-1400.08
9.674425,-6.69,546.11,-1393.02
9.701113,-10.41,537.40,-1397.96
9.722535,-14.54,529.81,-1392.46
9.772434,-2.00,521.29,-1432.69
9.794022,4.34,517.47,-1412.03
9.844099,10.84,506.75,-1441.66
9.866759,16.48,503.67,-1414.00
9.888809,15.15,496.44,-1394.80
9.910844,9.71,486.65,-1382.31
9.940176,5.26,475.90,-1384.73
9.962685,0.27,467.20,-1376.51
9.992055,-2.44,458.68,-1380.87
10.015092,-6.30,451.35,-1374.59
10.037911,-3.86,446.59,-1368.69
10.062026,-0.32,442.65,-1366.17
10.084446,3.14,438.79,-1361.78
10.109172,5.11,434.21,-1362.71
10.132399,6.39,429.15,-1361.72
10.155689,10.22,425.11,-1361.16
10.182760,13.62,420.05,-1367.18
10.208256,14.03,413.43,-1370.02
10.232446,9.43,403.66,-1371.61
10.254763,9.01,396.51,-1369.29
10.287184,5.73,386.40,-1384.76
10.310401,-0.89,376.23,-1382.16
10.340918,-4.28,366.49,-1392.26
10.362517,-6.54,359.54,-1385.08
10.391688,-10.23,350.86,-1393.45
10.417633,-9.03,345.64,-1393.58
10.440751,-5.14,342.47,-1387.80
10.464258,-3.27,338.19,-1384.81
10.485728,0.79,334.96,-1379.15
10.511180,5.67,331.61,-1381.55
10.533232,3.37,324.05,-1379.25
10.754931,14.03,272.74,-1147.59
10.776684,18.86,272.96,-1147.83
10.801481,19.70,267.91,-1149.81
10.822672,5.35,251.07,-1155.21
10.853555,-7.07,236.66,-1162.53
10.921412,-15.57,216.09,-1176.71
10.943227,-9.72,212.87,-1174.16
10.974708,-7.77,207.56,-1183.30
10.996323,-4.34,205.24,-1186.92
11.023343,-3.56,200.54,-1199.09
11.049418,-7.18,192.47,-1211.74
11.078433,-9.30,184.33,-1227.56
11.104094,-10.88,177.36,-1239.49
11.126050,-14.41,170.25,-1247.48
11.169412,-9.30,163.93,-1282.92
11.197863,-4.77,160.23,-1291.64
11.222704,-3.37,155.12,-1296.87
11.244455,-5.86,148.05,-1300.30
11.267369,-6.56,142.82,-1306.85
11.288927,-4.79,139.51,-1311.33
11.331765,-4.01,128.97,-1352.14
