time_s,vx,vy,vz
4.875380,66.12,-321.44,-2327.96
4.904184,40.93,-340.33,-2370.83
4.928276,24.57,-349.68,-2367.64
4.954682,9.79,-355.86,-2378.59
4.980615,3.50,-353.51,-2379.11
5.011237,-12.22,-350.02,-2406.99
5.039212,66.18,-321.43,-2391.38
5.064993,42.65,-336.29,-2373.50
5.087997,33.99,-341.96,-2342.00
5.112682,15.39,-347.56,-2332.91
5.138495,13.78,-344.10,-2330.92
5.160976,67.95,-327.78,-2301.01
5.192353,16.36,-354.90,-2348.04
5.215654,3.72,-363.88,-2324.68
5.240953,7.54,-361.77,-2320.42
5.265001,-8.22,-366.52,-2311.95
5.287653,-16.88,-367.30,-2298.68
5.310856,-33.93,-371.42,-2298.41
5.333101,-41.60,-371.39,-2294.24
5.355779,-39.99,-364.46,-2295.92
5.378264,-33.05,-360.33,-2297.87
5.402547,-14.81,-350.71,-2311.25
5.425551,2.88,-342.75,-2312.94
5.448925,9.37,-337.01,-2318.81
5.471818,7.81,-334.82,-2322.16
5.494730,17.65,-328.29,-2324.90
5.517633,49.20,-313.07,-2323.05
5.562316,112.58,-294.65,-2446.24
5.592429,66.80,-329.02,-2432.25
5.616592,26.84,-356.65,-2381.41
5.641820,8.88,-365.75,-2350.31
5.664080,-1.27,-370.81,-2310.36
5.686476,1.02,-365.90,-2285.26
5.712602,-16.10,-366.66,-2294.92
5.738306,-15.17,-355.26,-2297.20
5.763451,-24.98,-352.79,-2295.90
5.789738,37.33,-316.62,-2294.97
5.819131,17.33,-330.54,-2321.16
5.842205,28.68,-330.59,-2295.09
5.889144,11.66,-339.43,-2415.97
5.912767,-3.97,-346.77,-2346.51
5.935194,4.50,-336.44,-2289.52
5.959348,-17.58,-345.74,-2267.85
5.982870,-8.81,-336.97,-2248.15
6.006162,-6.87,-333.42,-2238.58
6.030466,-13.93,-334.94,-2242.51
6.058227,-13.78,-327.01,-2266.99
6.107053,-8.00,-336.94,-2401.41
6.132810,-6.27,-334.99,-2338.87
6.402821,0.00,0.00,0.00
6.425075,192.64,-3.45,-146.33
6.448438,-42.30,-266.52,-312.36
6.470311,-37.88,-281.73,-417.58
6.494151,-50.08,-278.18,-540.61
6.517996,-17.02,-249.08,-644.11
6.541184,2.42,-255.62,-746.35
6.568727,-24.26,-279.41,-896.32
6.593819,69.21,-225.61,-986.66
6.618774,47.15,-257.22,-1108.56
