time_s,vx,vy,vz
2.751718,-26.19,-447.30,-2305.02
2.780328,-75.70,-458.51,-2351.39
2.804748,-103.45,-463.05,-2354.45
2.831585,-115.01,-464.22,-2373.43
2.856841,-119.67,-466.07,-2377.53
2.880119,-66.46,-456.88,-2358.07
2.907249,-17.71,-442.90,-2367.44
2.930304,10.85,-433.72,-2347.42
2.953784,27.82,-427.50,-2337.98
2.976386,-16.37,-453.46,-2335.78
3.005345,-45.68,-464.74,-2376.11
3.027839,-64.22,-469.66,-2361.38
3.054268,-76.62,-469.60,-2377.59
3.076630,-32.78,-460.70,-2352.41
3.103418,2.49,-447.70,-2362.57
3.125806,36.21,-434.00,-2335.93
3.151264,84.69,-414.63,-2332.33
3.174794,93.56,-408.70,-2320.19
3.196947,31.60,-446.85,-2313.94
3.231962,-37.69,-467.41,-2394.10
3.254138,-65.25,-471.75,-2359.78
3.276651,-95.22,-476.86,-2341.34
3.299389,-51.58,-462.52,-2319.78
3.326962,-27.87,-452.16,-2336.04
3.349982,1.99,-436.76,-2315.93
3.371147,17.01,-431.10,-2290.80
3.393500,34.57,-422.39,-2282.17
3.415882,40.96,-418.30,-2278.02
3.438641,38.61,-418.74,-2279.90
3.460548,42.38,-415.41,-2276.83
3.483111,44.26,-410.40,-2277.68
3.505265,44.53,-409.89,-2276.83
3.527167,45.80,-407.13,-2275.85
3.550569,-17.13,-448.12,-2296.98
3.583019,-63.29,-466.45,-2370.57
3.604019,-93.58,-480.73,-2346.26
3.627825,-108.89,-485.50,-2348.72
3.649952,-116.76,-487.95,-2341.70
3.678461,-105.63,-474.45,-2374.99
3.700145,-51.34,-448.93,-2345.94
3.729949,-11.47,-421.86,-2374.35
3.754836,32.98,-392.73,-2355.27
3.778816,-6.32,-419.35,-2346.36
3.808806,-18.09,-424.97,-2375.17
3.830526,-19.29,-424.79,-2338.76
3.853045,-49.87,-441.82,-2325.52
3.875040,-2.38,-427.92,-2301.68
3.902142,30.06,-410.53,-2319.03
3.924659,36.22,-407.12,-2303.31
3.952843,49.71,-390.62,-2326.74
3.976046,68.00,-375.02,-2307.57
3.998159,37.58,-403.00,-2295.70
4.027953,-6.47,-428.60,-2341.37
4.050225,-29.66,-438.73,-2322.90
4.071547,-49.62,-448.53,-2305.22
4.093322,-36.89,-438.48,-2293.88
4.114686,-40.95,-440.92,-2287.16
4.140605,-34.73,-431.34,-2313.06
4.161326,19.62,-402.15,-2289.93
4.190354,55.89,-377.82,-2329.06
4.211190,88.31,-358.42,-2300.35
4.238578,102.72,-338.18,-2322.96
4.260932,84.62,-340.51,-2308.14
