sample_id,captured_at,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,dt12,dt23,dt34,dt45,dt56,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,intercept_valid,bounces_before_hit
11,2026-04-04T14:00:53.294,-95.71086778,2493.861334,-721.536391,-74.10208017,2426.241017,-725.9041034,-71.61247387,2355.951547,-734.5132373,-95.66030246,2269.813326,-748.4473774,-78.19607146,2206.899619,-762.0331837,-77.2125736,2132.328439,-776.447042,0.0135245,0.0162745,0.0154857,0.0189613,0.0134179,-203.9948031,-48.49777072,-938.1037008,-57.18458603,-1907.756731,948.0617328,0.7515795,1,1,1
12,2026-04-04T14:00:55.328,-118.590878,2493.09641,-981.7992325,-102.5442645,2397.480906,-1020.163873,-83.87118515,2302.743174,-1057.58239,-69.86041904,2210.202423,-1099.795592,-47.62434131,2127.626812,-1109.661264,-33.4101664,2056.161856,-1071.176869,0.0188242,0.0132461,0.0146595,0.0161049,0.0156133,355.2713799,108.371679,-921.6557143,711.9388674,-2382.204246,1107.735002,0.5368251,1,1,0
13,2026-04-04T14:00:57.549,641.3115173,2641.400114,-1028.076771,650.0385493,2563.067314,-1058.635244,640.940936,2477.85119,-1094.062963,634.5535946,2411.00364,-1057.642529,629.1939453,2343.237806,-1018.37837,618.7167972,2273.7694,-987.5085988,0.0162819,0.0153179,0.0133233,0.0155303,0.0152751,468.9463102,-17.12697367,-868.9859939,11.21400184,-1630.024656,-627.9434417,0.7403561,1,1,0
14,2026-04-04T14:00:59.837,230.8256447,2540.302419,-918.4505638,222.7081812,2443.282772,-950.4515528,216.182516,2348.829452,-983.0157323,207.8910234,2254.862896,-1017.206478,215.5922764,2169.048245,-1045.599778,204.6483294,2071.273113,-1087.51014,0.0133078,0.0150417,0.0160798,0.012114,0.013007,139.7645908,-47.89805623,-930.4526005,127.4554598,-1999.183461,645.242096,0.586094,1,1,1
15,2026-04-04T14:01:02.079,518.2525041,2576.605845,-1021.500689,514.4427816,2497.433633,-1065.45305,512.7970478,2418.574206,-1108.949886,504.6226069,2355.420312,-1069.653988,500.3219137,2292.550702,-1031.651375,496.8615681,2233.534207,-998.2416098,0.0161317,0.0168419,0.0151459,0.0165534,0.0135349,380.1000942,85.94995395,-907.2864663,129.3009651,-1377.311686,-887.8766934,0.7691908,1,1,0
16,2026-04-04T14:01:03.853,400.3009781,2534.104157,-920.0323174,411.7498726,2437.809856,-959.9419233,405.7319322,2335.528067,-1008.846444,414.0539925,2243.070648,-1049.090238,414.4526428,2144.860784,-1097.143468,416.9657566,2060.315726,-1091.123518,0.0165053,0.0165187,0.015692,0.0164935,0.0149974,504.2044249,196.5472772,-994.661638,269.1721901,-3073.144972,-1950.889381,0.4639982,1,1,0
17,2026-04-04T14:01:07.262,-360.1953362,2495.273062,-970.9439271,-310.0133246,2430.508665,-997.0687634,-314.2401814,2347.545597,-1039.760743,-316.5190796,2265.514601,-1082.879125,-322.7578141,2183.848735,-1122.270666,-326.194623,2122.284449,-1082.08649,0.0165205,0.0160818,0.0169284,0.0190767,0.0132304,-366.1882931,0.254727314,-842.5469639,-461.5973176,-2696.781414,-34.93459039,0.7175921,1,1,2
18,2026-04-04T14:01:09.553,19.03335037,2521.100124,-1043.56991,49.20197231,2427.696322,-1089.127318,70.0059347,2338.549044,-1106.40586,99.83895202,2269.800577,-1065.861113,122.4483133,2196.604327,-1029.839676,147.0755299,2127.16252,-994.3284322,0.0174088,0.0160098,0.0159699,0.0158375,0.0200624,683.4422762,413.3860415,-1071.953763,1061.923276,-2319.449183,926.614795,0.4415748,0,1,0
19,2026-04-04T14:01:12.879,-345.3685245,2399.48027,-882.9534258,-317.2559423,2314.780313,-904.5387546,-323.9317967,2216.467773,-936.653489,-343.1718971,2115.663112,-971.0345749,-337.6099484,2031.386336,-1011.595444,-349.4413493,1939.251015,-1050.985125,0.0159562,0.014336,0.01422,0.0158717,0.0130732,-382.4646186,252.0157885,-1012.963709,-593.4103277,-4003.425732,-2179.624089,0.4442203,1,1,1
20,2026-04-04T14:01:16.176,-367.3275429,2495.292871,-1026.440187,-337.1875296,2423.87179,-1059.660422,-324.3377739,2347.84319,-1101.065646,-320.6116675,2275.078183,-1106.665142,-319.0920055,2212.622577,-1068.798648,-317.4099532,2151.928214,-1035.601771,0.0138852,0.0126896,0.0153822,0.0145498,0.0191328,-153.5823561,16.33058581,-939.5525834,13.85996858,-1877.176124,-1230.272773,0.7813852,1,1,0
22,2026-04-04T14:01:21.398,228.2201622,2572.330752,-1039.229214,225.820177,2488.579579,-1088.533766,224.8988946,2412.366754,-1101.226613,217.5083977,2347.17355,-1058.57539,209.3848577,2280.65137,-1019.76075,209.3960128,2219.717041,-983.2186786,0.0157066,0.0135356,0.0144488,0.0155305,0.0165054,141.8181894,-20.21025772,-829.4837279,68.51814033,-1642.129059,-438.1376815,0.7687249,1,1,0
24,2026-04-04T14:01:29.551,-193.5751232,2490.849876,-884.6425824,-178.5373191,2409.880209,-915.0388457,-172.1301074,2321.850042,-950.961712,-164.5035638,2240.089682,-987.9176264,-157.2959104,2158.257016,-1024.185586,-162.5345288,2071.925642,-1066.720321,0.0129213,0.0150394,0.020563,0.0151288,0.0135263,-50.04097789,20.15687324,-867.0065879,-36.30674154,-2445.397413,568.2697196,0.6846488,1,1,0
25,2026-04-04T14:01:31.763,-297.7504705,2441.130863,-511.9363885,-251.8949759,2375.273937,-511.2306033,-244.8480007,2293.221641,-515.0308679,-249.0063708,2210.201263,-521.8881028,-243.8742484,2129.868707,-529.9901064,-261.1624335,2042.87552,-542.5894978,0.0130307,0.0129771,0.0181918,0.0153703,0.0145331,-399.6256518,-287.305835,-818.5053979,-137.5567909,-2043.8342,-1556.011416,0.7142993,1,1,0
26,2026-04-04T14:01:34.222,361.6305284,2531.999174,-616.7933386,361.108395,2456.977099,-616.1942784,360.9112675,2381.472118,-618.7305197,355.0183662,2305.749219,-623.8237439,359.1934032,2235.295061,-628.970969,345.3750471,2155.805236,-641.5627719,0.0178536,0.0151448,0.0175909,0.0147111,0.0173941,257.2389282,63.50425981,-890.0534829,-69.05520097,-2145.264893,-1515.287998,0.6540193,1,1,0
27,2026-04-04T14:01:36.769,199.3610283,2476.22275,-570.8092118,190.9939888,2394.805698,-568.5084758,180.8619015,2316.701859,-567.6902588,186.0134285,2243.1034,-567.6495479,176.787393,2165.42177,-571.3341119,171.7939258,2090.217211,-576.1654712,0.0164136,0.0160989,0.0161187,0.0160518,0.0194786,14.82986468,-135.8676342,-801.2521771,542.3148534,-894.1518783,-807.6761857,0.6525609,1,1,0
28,2026-04-04T14:01:39.103,390.5805476,2515.652448,-664.3219681,400.1970907,2441.447731,-665.3421946,404.3339017,2363.482728,-669.3023622,423.6842324,2294.602261,-668.9680537,430.4867136,2221.463049,-677.8344778,436.1388062,2143.409337,-688.5344071,0.01696,0.0150023,0.015539,0.0172518,0.0165563,669.9230019,419.2175581,-822.2475059,720.8493799,-1019.950737,128.1192595,0.4961081,0,1,0
29,2026-04-04T14:01:42.671,-315.9607982,2433.741196,-642.3728544,-332.3381203,2359.79017,-648.9391515,-353.632281,2287.122814,-654.8381136,-369.9557899,2214.491191,-662.8745125,-381.1798656,2146.281447,-674.110001,-417.1140644,2067.714045,-692.5773015,0.0156941,0.0122283,0.013418,0.0125524,0.0143005,-840.0535632,226.3587309,-890.2137034,-929.771973,-2574.541897,-1399.273412,0.6079925,0,1,1
30,2026-04-04T14:01:44.786,56.24906043,2470.625894,-537.077935,54.61794272,2382.599041,-527.1574807,51.64275709,2295.630455,-519.2470613,54.93991276,2213.1259,-513.3040534,47.32802177,2125.83507,-511.4766719,58.61970045,2046.251683,-511.7240576,0.0160122,0.01599,0.0165143,0.0169741,0.0151182,41.26108562,71.3638421,-813.283325,-229.4495099,-2880.191223,1426.939188,0.480318,1,1,0
31,2026-04-04T14:01:46.952,341.3088568,2508.462554,-584.5587958,339.2386597,2428.579684,-576.7861642,349.3338398,2352.878805,-570.1919153,349.189532,2275.284299,-568.0378192,356.5549082,2201.371853,-567.3314131,356.0496104,2124.850926,-570.4776146,0.0185067,0.0132794,0.0140127,0.0168909,0.0159697,442.6777044,340.5963627,-800.7260653,133.5908712,-2622.020052,1086.873082,0.4733239,1,1,0
32,2026-04-04T14:01:49.261,105.0997102,2481.688435,-723.7622282,101.859403,2394.454573,-723.7233963,87.47139778,2303.385365,-726.9655331,101.2431643,2227.221605,-729.5590914,89.66249923,2142.017422,-735.6286541,86.07966033,2061.484915,-745.7476283,0.0151088,0.0169734,0.0167523,0.0156297,0.0161083,2.884700663,-7.357340936,-899.0547818,-65.50884076,-2554.258196,-1043.567787,0.560337,1,1,0
33,2026-04-04T14:01:51.391,-104.7245798,2417.723619,-550.1419397,-70.74724399,2309.14933,-579.3441531,-47.38947228,2199.958205,-608.9553486,-22.43788306,2096.275985,-639.3926162,-7.307400376,1986.291265,-674.6694744,18.50111538,1877.507937,-707.9565018,0.0179305,0.0158337,0.0155331,0.0160922,0.0172077,354.9173625,148.3903681,-803.1175373,592.2412596,-3682.153329,734.35196,0.3359934,1,1,0
34,2026-04-04T14:01:53.790,-19.33695174,2447.814995,-515.6762229,6.884614466,2326.897409,-552.3841223,18.44759123,2202.288618,-590.7872829,58.446213,2088.383639,-628.4103096,87.05578014,1973.421265,-669.7867435,111.5067235,1865.026876,-709.729919,0.0169654,0.0162677,0.0169419,0.0148501,0.0180152,410.8576118,19.47376526,-705.1018082,510.689486,-3648.602544,563.1768738,0.3334783,0,1,0
35,2026-04-04T14:01:56.948,503.8181666,2541.321789,-537.4176128,495.2505712,2434.302596,-575.8258537,473.5041638,2320.897427,-617.2450762,454.7810139,2213.954052,-659.5027926,428.9350577,2101.139983,-705.2909701,414.290257,1998.932282,-749.4175886,0.0175169,0.0158112,0.0158742,0.0184231,0.0144639,16.8308477,-36.48384244,-678.7608139,-923.8344963,-4060.868064,-348.0941525,0.4155566,0,1,0
36,2026-04-04T14:02:00.226,79.21978866,2468.369403,-548.5669787,70.47694066,2389.350542,-534.8313191,57.99594691,2310.082485,-523.302049,41.95950849,2230.150694,-514.6463583,35.99600244,2156.868719,-509.2747277,28.46414215,2081.281482,-505.8935273,0.0158534,0.0200559,0.0145399,0.0136876,0.0132388,-257.4945805,215.8787351,-854.8660713,-676.1745336,-2965.31457,2063.265364,0.4725578,1,1,0
37,2026-04-04T14:02:03.391,170.9656961,2554.818967,-975.9004181,155.8428094,2505.929527,-934.1810039,138.0376885,2455.399033,-895.965381,128.5801649,2408.665683,-856.994751,106.3874146,2355.37769,-825.5569687,102.1229531,2314.073956,-791.5817676,0.0220478,0.0151697,0.0137083,0.0148224,0.0155092,-474.8220963,106.4259394,-964.0871746,-18.99609602,-1469.691175,-1937.064346,0.940967,1,1,0
38,2026-04-04T14:02:06.175,-97.36009971,2399.076787,-979.4059824,-94.6150976,2344.734261,-917.7825572,-110.9029599,2284.209943,-868.5775096,-108.3535347,2233.638687,-816.8328258,-106.1895261,2182.384555,-770.142424,-121.9534411,2123.368654,-727.3279557,0.013885,0.0144648,0.0132169,0.0135661,0.0135738,-278.6633283,193.1462644,-852.5728312,-396.9168824,-2551.353527,2544.768002,0.714371,1,1,0
39,2026-04-04T14:02:09.264,-65.90443419,2529.359307,-1005.286107,-40.57421988,2438.595618,-1040.927832,-16.892303,2348.311118,-1079.055661,-4.732467373,2255.937949,-1120.408853,11.43845418,2182.894412,-1085.184417,19.50691663,2108.758027,-1050.774715,0.0178691,0.0152666,0.0170055,0.0143137,0.0165413,337.3864039,64.19041075,-897.8705734,107.6739328,-2812.576638,480.7738207,0.5737754,1,1,1
40,2026-04-04T14:02:11.692,554.8654346,2563.868428,-1053.743483,541.6825674,2465.306189,-1107.303285,528.9441951,2388.940247,-1062.079618,522.1720315,2317.273078,-1015.39366,511.131962,2245.025851,-975.0639438,500.608643,2172.066997,-936.0595676,0.0163468,0.0199245,0.0129734,0.0151363,0.0162963,351.5497138,-70.20488011,-885.5835753,-127.2441652,-2666.375616,1333.159004,0.6334936,1,1,0
42,2026-04-04T14:02:20.320,73.96502827,2552.215113,-1072.673118,36.87560983,2471.635407,-1116.253325,9.555537792,2407.205311,-1067.55757,-22.97383716,2343.992134,-1025.249112,-54.90786549,2279.264359,-985.2264435,-75.17346671,2220.040637,-946.2141252,0.0136764,0.0167052,0.0165994,0.016094,0.0142258,-735.9044079,204.9751476,-916.1912009,-401.4486041,-1633.964513,1714.829663,0.6548142,0,1,2
43,2026-04-04T14:02:22.508,306.320511,2534.900509,-1039.184868,285.4536655,2458.640388,-1085.924869,264.635259,2389.629511,-1103.961025,248.9936507,2334.914923,-1060.455794,224.8615247,2276.744454,-1021.912447,214.5387289,2224.524203,-985.3865626,0.0136393,0.0150664,0.0159804,0.0161157,0.0162512,-217.9780418,127.6004144,-918.2032894,-225.6767726,-1483.701826,-1367.232188,0.8863463,1,1,0
44,2026-04-04T14:02:26.560,-257.8019135,2436.681207,-781.9424319,-256.4542398,2355.314347,-794.123995,-270.8716689,2276.64938,-813.7960861,-261.8838316,2194.065242,-831.805963,-273.2220222,2111.768656,-857.0001457,-285.3839633,2029.826509,-885.0231636,0.0160804,0.0130522,0.0149149,0.0131115,0.0128229,-125.9015696,-104.9768165,-1003.852349,320.9120659,1385.489985,-2304.011301,1.4343865,1,1,1
45,2026-04-04T14:02:28.321,166.3940357,1273.071997,-824.5917032,162.6450155,1204.96443,-828.3443346,184.8931756,1171.607007,-826.7343315,173.5195326,1097.216495,-837.4186545,177.5280282,1041.636954,-845.7953157,175.06414,979.0875053,-858.0555303,0.0135739,0.0135183,0.0192436,0.0138027,0.0138269,229.2384392,45.94023433,-874.2852281,305.6450197,-1965.821116,434.5620672,0.3391604,1,1,0
46,2026-04-04T14:02:31.792,368.21757,2542.823862,-878.5258162,361.8565715,2462.615874,-915.3170652,360.2496635,2384.852649,-950.7885905,358.3211313,2309.331936,-989.4391044,348.5067407,2228.001034,-1035.113371,355.9780091,2157.084697,-1071.770317,0.0135756,0.0148593,0.0146618,0.0165061,0.0140498,342.0122896,-7.956151927,-881.8240187,111.4207572,-1494.515627,-1038.93788,0.8577344,1,1,1
47,2026-04-04T14:02:34.592,-298.3903523,2509.645676,-1048.012515,-268.8189038,2437.064229,-1079.985299,-265.0420373,2352.652155,-1121.853324,-261.1413787,2287.2779,-1089.657411,-259.980289,2221.071477,-1051.300764,-258.8226296,2154.949376,-1018.110424,0.0170586,0.0193374,0.0155104,0.0145646,0.0195434,-284.6764254,5.50702318,-888.5792338,-533.0892467,-2835.283633,-711.0688751,0.7031081,1,1,2
48,2026-04-04T14:02:36.629,-188.5933817,2464.35605,-638.8227317,-168.323014,2375.497915,-640.192006,-164.9478935,2284.596504,-647.5691597,-164.0927506,2190.271628,-659.1699747,-157.296584,2101.753182,-671.4142953,-151.3940565,2012.205291,-685.0427078,0.0164157,0.0161196,0.0160938,0.0154792,0.017014,-186.2181145,3.60633033,-801.5306463,31.72747746,-2692.255321,-300.3503763,0.4928719,1,1,1
49,2026-04-04T14:02:40.240,367.2908571,2531.955239,-584.1355935,364.0908794,2451.298141,-572.5378201,355.0548898,2367.351998,-564.8539233,339.243892,2284.348053,-560.3684945,328.2170239,2201.412242,-558.2335378,317.8319972,2120.438953,-557.6284731,0.0166521,0.0160175,0.0131719,0.0147354,0.0157132,40.34456454,194.3999605,-807.4957295,-343.8546652,-2869.728878,1597.319925,0.4707794,1,1,0
51,2026-04-04T14:02:43.985,319.4788939,2524.246233,-585.734299,322.2184199,2448.95327,-572.6657375,310.2574539,2367.493174,-563.3240153,301.7716491,2288.771831,-557.2943795,290.7784035,2209.767063,-553.2229714,281.4748962,2132.832788,-552.212465,0.0170009,0.0160607,0.0165026,0.0153807,0.0203754,25.39929303,211.4052807,-814.318971,-590.0101378,-2768.854158,1202.633788,0.4920725,1,1,0
52,2026-04-04T14:02:46.209,274.9409152,2512.327887,-541.6702285,294.665629,2444.362006,-531.608805,303.0350727,2371.142725,-523.6401042,323.5601675,2302.067482,-520.7802647,330.0488937,2230.161466,-518.8090979,346.3173593,2163.18843,-519.4768959,0.0155917,0.0168228,0.0137462,0.0169043,0.0170254,675.7482653,411.6319812,-776.2112585,763.5701616,-676.0237123,1297.233318,0.5146847,0,1,0
53,2026-04-04T14:02:49.024,316.6708251,2532.222816,-626.7415789,315.8850096,2455.04789,-621.6848885,317.066861,2381.849814,-618.370818,323.2293065,2308.404365,-616.8744701,323.8388124,2235.76438,-618.0187261,318.5844367,2157.434257,-621.9371443,0.0146689,0.0176433,0.0151214,0.0163533,0.0154857,382.8787645,-24.59882663,-883.0526345,18.88631038,-2251.825014,-1492.315735,0.6881051,1,1,0
54,2026-04-04T14:02:51.760,154.3693049,2481.626391,-522.8149019,146.3002239,2405.697809,-513.2905505,131.4489442,2326.918716,-506.4215157,128.7394088,2254.446469,-501.4227566,115.8706193,2179.255733,-499.402269,117.6501678,2109.639209,-499.385769,0.0170058,0.0155873,0.0128026,0.0149619,0.0155526,-99.47480079,279.5899678,-807.6109408,-288.3079546,-2210.780551,1553.352551,0.4838299,1,1,0
55,2026-04-04T14:02:54.001,-100.3536341,2444.56318,-554.0503816,-116.7870226,2357.147719,-543.2816021,-132.0079533,2271.996897,-535.995104,-144.2784893,2188.282227,-530.8257808,-157.9277742,2105.581645,-528.0765761,-175.7271752,2021.350814,-527.0968659,0.0157374,0.0162559,0.0163824,0.0133511,0.0134698,-515.1419252,108.7159034,-846.0316667,-893.0862725,-3311.213899,1788.712226,0.4610723,1,1,0
57,2026-04-04T14:05:11.592,493.2903598,2567.589168,-1003.565447,488.0884974,2490.582913,-1044.491547,481.1663123,2412.200996,-1089.083147,479.4948285,2344.918228,-1093.269234,474.3691245,2287.996816,-1055.254236,469.7922269,2229.983524,-1019.60056,0.01563,0.0147146,0.014794,0.0160183,0.0146888,275.1926902,59.94732831,-978.1088408,-80.34267477,-1887.880024,-1525.049316,0.7968009,1,1,0
58,2026-04-04T14:05:14.581,49.87772236,2475.956809,-817.9361992,19.59343355,2396.294601,-837.7309657,-5.332870347,2320.344283,-857.116097,-19.92889019,2250.329533,-880.0165107,-49.36094453,2173.532754,-910.0976155,-77.77977723,2097.695099,-944.3652188,0.0133735,0.0133639,0.0125655,0.0136399,0.0148207,-639.9249914,171.1480522,-953.1484341,-540.6193871,-2188.155931,1176.135595,0.6558596,1,1,2
60,2026-04-04T14:05:18.293,77.21974971,2432.889255,-498.6033281,67.32112111,2343.286027,-497.1060137,60.15495177,2256.879373,-496.4849216,54.5301712,2172.186644,-499.0690433,52.56134444,2090.122039,-504.7594207,45.34197481,2006.356333,-511.1196779,0.0127655,0.0133988,0.0140419,0.0166784,0.0157015,-169.7081747,186.8968547,-817.9514163,-407.0183698,-2454.275064,1586.017445,0.4321665,1,1,1
61,2026-04-04T14:05:20.457,497.5819756,2508.003242,-621.0103267,499.5985377,2428.179768,-616.4859002,505.4734456,2348.11487,-613.1133757,509.6874654,2269.82314,-613.5416141,508.5411608,2190.541368,-616.7766341,511.0689098,2110.819264,-622.2192267,0.0154948,0.0161488,0.0149463,0.015698,0.0156621,645.8894689,364.4114412,-815.8517322,412.6534583,-1920.450487,910.9350697,0.464484,0,1,0
62,2026-04-04T14:05:24.133,-137.0097087,2474.066393,-661.8056905,-126.4601085,2399.645241,-641.6234898,-137.3889829,2317.198425,-627.1960203,-147.6983474,2236.803569,-614.6815882,-154.5566763,2160.168575,-604.6957249,-161.4630871,2082.472539,-595.676197,0.0162766,0.0170669,0.0146765,0.0168735,0.0164543,-366.0420997,60.2083133,-820.4488935,-173.3880609,-2261.355146,1373.419555,0.5091003,1,1,0
63,2026-04-04T14:05:26.213,404.5390992,2542.397026,-791.0190535,400.7399976,2465.510604,-773.4760577,397.6474196,2391.074644,-759.5195755,397.4005435,2317.798477,-745.5743869,393.6929915,2242.448135,-736.5217539,391.9129361,2172.366789,-730.0258535,0.015651,0.0176138,0.0141595,0.0172221,0.0148726,299.7319742,-51.99230896,-943.2614328,-231.1505388,-2178.300937,-1374.963077,0.6889957,1,1,0
64,2026-04-04T14:05:28.597,-324.5385175,2450.523868,-660.7267644,-276.6711927,2384.895567,-647.4755308,-256.9149749,2310.866694,-641.4219501,-240.4076926,2237.161167,-637.4027285,-221.7800399,2165.25249,-637.2926926,-205.0689249,2091.539832,-640.6037388,0.0163315,0.0183698,0.0129259,0.0152576,0.0138834,350.1941774,102.9836952,-802.5537702,666.2090581,-1799.957817,-617.8998073,0.6117935,1,1,0
65,2026-04-04T14:05:31.044,83.08616493,2461.401535,-585.13371,81.56275196,2391.499045,-579.3092694,76.81865838,2320.506413,-574.8227514,77.23839114,2253.95486,-572.4950335,76.73509261,2184.342787,-572.3693708,80.21050451,2120.141942,-574.4158754,0.0130407,0.0155175,0.0166244,0.0163304,0.0162287,72.44316464,1.446277444,-883.0451697,61.65653044,-1651.05442,-1581.459919,0.7513755,1,1,0
66,2026-04-04T14:05:33.429,96.16180775,2510.546576,-608.35264,152.6277439,2459.166616,-584.1140233,140.6533033,2376.975299,-572.7113919,139.3825556,2299.757085,-562.8814482,138.2042198,2222.453058,-554.1442238,136.8543054,2146.956291,-549.9794946,0.0166966,0.0157388,0.0159747,0.0162955,0.0153802,71.01755156,251.7842648,-832.7550791,-79.27512844,-2102.387098,1541.116773,0.4962064,1,1,0
67,2026-04-04T14:05:35.476,-14.78900043,2493.091237,-723.1961359,-10.32188967,2413.12281,-736.374638,19.19098549,2339.696,-746.0435207,20.1736725,2255.379208,-767.0838748,40.93590309,2187.728163,-780.9506086,45.72027021,2105.291097,-803.0172842,0.0175363,0.0154393,0.0155225,0.0163168,0.0155691,326.31598,120.217169,-1014.442286,-296.3187551,-4468.549316,-2393.391361,0.5879274,1,1,0
68,2026-04-04T14:05:38.801,-612.6314046,2410.705592,-636.2770277,-592.7746942,2346.465439,-667.7096229,-621.9328161,2262.941523,-705.7720646,-625.598879,2190.755301,-745.3263199,-656.8049388,2114.611521,-787.81446,-646.1580531,2046.180447,-834.7234601,0.0163823,0.0151777,0.0156263,0.0165039,0.0164449,-229.3431769,-78.69686257,-862.4247833,532.6340056,-1109.562622,-940.1593097,0.9917329,1,1,1
69,2026-04-04T14:05:40.801,51.06153732,2418.561293,-452.9861404,84.42739096,2306.500716,-480.5561208,106.4973297,2193.368404,-508.8684736,147.5482436,2089.843132,-539.9504775,173.3919228,1980.174757,-571.2442424,204.5886514,1877.964345,-602.5502595,0.0169331,0.0154201,0.016016,0.0158303,0.0175384,593.9643432,240.4128875,-891.7223878,1209.529463,-2451.383596,1964.761496,0.2864293,1,1,0
70,2026-04-04T14:05:43.573,288.3800626,2448.091981,-480.89578,283.5453967,2328.520145,-521.5773877,288.8894648,2213.233489,-563.6541325,291.7462061,2099.558372,-608.351184,295.4420669,1989.181452,-653.9059893,293.9915357,1872.855461,-700.3767029,0.0153762,0.0155166,0.0156082,0.0195858,0.0133497,372.9034602,140.0768841,-707.685395,437.9507375,-4227.519335,1027.486124,0.3220309,0,1,0
