sample_id,label,trajectory_file,updated_at
78,bad,sample_000078_20260405_003940626_trajectory.csv,2026-04-05T15:08:34
79,bad,sample_000079_20260405_003941959_trajectory.csv,2026-04-05T15:08:34
80,good,sample_000080_20260405_003947010_trajectory.csv,2026-04-05T15:08:34
81,bad,sample_000081_20260405_003949271_trajectory.csv,2026-04-05T15:08:34
82,good,sample_000082_20260405_003953160_trajectory.csv,2026-04-05T15:08:34
83,ok,sample_000083_20260405_003956297_trajectory.csv,2026-04-05T15:08:34
84,ok,sample_000084_20260405_003959473_trajectory.csv,2026-04-05T15:08:34
85,ok,sample_000085_20260405_004002088_trajectory.csv,2026-04-05T15:08:34
86,bad,sample_000086_20260405_004005193_trajectory.csv,2026-04-05T15:08:34
87,good,sample_000087_20260405_004008966_trajectory.csv,2026-04-05T15:08:34
88,good,sample_000088_20260405_004011070_trajectory.csv,2026-04-05T15:08:34
89,good,sample_000089_20260405_004014316_trajectory.csv,2026-04-05T15:08:34
90,good,sample_000090_20260405_004016671_trajectory.csv,2026-04-05T15:08:34
91,good,sample_000091_20260405_004020164_trajectory.csv,2026-04-05T15:08:34
92,bad,sample_000092_20260405_004022392_trajectory.csv,2026-04-05T15:08:34
93,bad,sample_000093_20260405_004025640_trajectory.csv,2026-04-05T15:08:34
94,good,sample_000094_20260405_004028009_trajectory.csv,2026-04-05T15:08:34
95,ok,sample_000095_20260405_004031289_trajectory.csv,2026-04-05T15:08:34
96,bad,sample_000096_20260405_004034121_trajectory.csv,2026-04-05T15:08:34
97,bad,sample_000097_20260405_004035627_trajectory.csv,2026-04-05T15:08:34
98,ok,sample_000098_20260405_004038934_trajectory.csv,2026-04-05T15:08:34
99,bad,sample_000099_20260405_004039960_trajectory.csv,2026-04-05T15:08:34
100,good,sample_000100_20260405_004254269_trajectory.csv,2026-04-05T15:08:34
101,bad,sample_000101_20260405_004255893_trajectory.csv,2026-04-05T15:08:34
102,good,sample_000102_20260405_004300061_trajectory.csv,2026-04-05T15:08:34
103,good,sample_000103_20260405_004305568_trajectory.csv,2026-04-05T15:08:34
104,ok,sample_000104_20260405_004314781_trajectory.csv,2026-04-05T15:08:34
105,ok,sample_000105_20260405_004317752_trajectory.csv,2026-04-05T15:08:34
106,bad,sample_000106_20260405_004320046_trajectory.csv,2026-04-05T15:08:34
107,good,sample_000107_20260405_004323518_trajectory.csv,2026-04-05T15:08:34
108,ok,sample_000108_20260405_004327817_trajectory.csv,2026-04-05T15:08:34
109,ok,sample_000109_20260405_004330222_trajectory.csv,2026-04-05T15:08:34
110,good,sample_000110_20260405_004334074_trajectory.csv,2026-04-05T15:08:34
111,ok,sample_000111_20260405_004338553_trajectory.csv,2026-04-05T15:08:34
112,bad,sample_000112_20260405_004341320_trajectory.csv,2026-04-05T15:08:34
113,good,sample_000113_20260405_004344814_trajectory.csv,2026-04-05T15:08:34
114,good,sample_000114_20260405_004347886_trajectory.csv,2026-04-05T15:08:34
115,good,sample_000115_20260405_004350641_trajectory.csv,2026-04-05T15:08:34
116,bad,sample_000116_20260405_004353351_trajectory.csv,2026-04-05T15:08:34
117,good,sample_000117_20260405_004356769_trajectory.csv,2026-04-05T15:08:34
118,good,sample_000118_20260405_004400046_trajectory.csv,2026-04-05T15:08:34
119,ok,sample_000119_20260405_004403503_trajectory.csv,2026-04-05T15:08:34
120,bad,sample_000120_20260405_004406671_trajectory.csv,2026-04-05T15:08:34
121,bad,sample_000121_20260405_004413723_trajectory.csv,2026-04-05T15:08:34
122,ok,sample_000122_20260405_004416043_trajectory.csv,2026-04-05T15:08:34
123,good,sample_000123_20260405_004419040_trajectory.csv,2026-04-05T15:08:34
124,good,sample_000124_20260405_004421006_trajectory.csv,2026-04-05T15:08:34
125,ok,sample_000125_20260405_004423776_trajectory.csv,2026-04-05T15:08:34
126,good,sample_000126_20260405_004426239_trajectory.csv,2026-04-05T15:08:34
127,ok,sample_000127_20260405_004429039_trajectory.csv,2026-04-05T15:08:34
128,good,sample_000128_20260405_004431471_trajectory.csv,2026-04-05T15:08:34
129,good,sample_000129_20260405_004435583_trajectory.csv,2026-04-05T15:08:34
130,good,sample_000130_20260405_004439009_trajectory.csv,2026-04-05T15:08:34
131,bad,sample_000131_20260405_004441336_trajectory.csv,2026-04-05T15:08:34
132,good,sample_000132_20260405_004444224_trajectory.csv,2026-04-05T15:08:34
133,ok,sample_000133_20260405_004447791_trajectory.csv,2026-04-05T15:08:34
134,good,sample_000134_20260405_004451488_trajectory.csv,2026-04-05T15:08:34
135,ok,sample_000135_20260405_004457722_trajectory.csv,2026-04-05T15:08:34
136,good,sample_000136_20260405_004500719_trajectory.csv,2026-04-05T15:08:34
137,bad,sample_000137_20260405_004502876_trajectory.csv,2026-04-05T15:08:34
138,ok,sample_000138_20260405_004506476_trajectory.csv,2026-04-05T15:08:34
139,ok,sample_000139_20260405_004509551_trajectory.csv,2026-04-05T15:08:34
140,ok,sample_000140_20260405_004511087_trajectory.csv,2026-04-05T15:08:34
141,ok,sample_000141_20260405_004513768_trajectory.csv,2026-04-05T15:08:34
142,good,sample_000142_20260405_004516492_trajectory.csv,2026-04-05T15:08:34
143,ok,sample_000143_20260405_004519137_trajectory.csv,2026-04-05T15:08:34
144,bad,sample_000144_20260405_004521676_trajectory.csv,2026-04-05T15:08:34
145,ok,sample_000145_20260405_004526028_trajectory.csv,2026-04-05T15:08:34
146,ok,sample_000146_20260405_004528624_trajectory.csv,2026-04-05T15:08:34
147,ok,sample_000147_20260405_004530626_trajectory.csv,2026-04-05T15:08:34
148,good,sample_000148_20260405_004533644_trajectory.csv,2026-04-05T15:08:34
149,ok,sample_000149_20260405_004535426_trajectory.csv,2026-04-05T15:08:34
150,bad,sample_000150_20260405_004537969_trajectory.csv,2026-04-05T15:08:34
151,ok,sample_000151_20260405_004540177_trajectory.csv,2026-04-05T15:08:34
152,ok,sample_000152_20260405_004541711_trajectory.csv,2026-04-05T15:08:34
153,good,sample_000153_20260405_004543705_trajectory.csv,2026-04-05T15:08:34
154,bad,sample_000154_20260405_004547214_trajectory.csv,2026-04-05T15:08:34
155,good,sample_000155_20260405_004550304_trajectory.csv,2026-04-05T15:08:34
156,good,sample_000156_20260405_004746612_trajectory.csv,2026-04-05T15:08:34
157,bad,sample_000157_20260405_004748740_trajectory.csv,2026-04-05T15:08:34
158,bad,sample_000158_20260405_004751396_trajectory.csv,2026-04-05T15:08:34
159,good,sample_000159_20260405_004755444_trajectory.csv,2026-04-05T15:08:34
160,ok,sample_000160_20260405_004758032_trajectory.csv,2026-04-05T15:08:34
161,ok,sample_000161_20260405_004801012_trajectory.csv,2026-04-05T15:08:34
162,ok,sample_000162_20260405_004803701_trajectory.csv,2026-04-05T15:08:34
163,good,sample_000163_20260405_004806565_trajectory.csv,2026-04-05T15:08:34
164,good,sample_000164_20260405_004809653_trajectory.csv,2026-04-05T15:08:34
165,good,sample_000165_20260405_004811646_trajectory.csv,2026-04-05T15:08:34
166,good,sample_000166_20260405_004813554_trajectory.csv,2026-04-05T15:08:34
167,good,sample_000167_20260405_004815460_trajectory.csv,2026-04-05T15:08:34
168,bad,sample_000168_20260405_004817812_trajectory.csv,2026-04-05T15:08:34
169,bad,sample_000169_20260405_004819938_trajectory.csv,2026-04-05T15:08:34
170,bad,sample_000170_20260405_004822817_trajectory.csv,2026-04-05T15:08:34
171,ok,sample_000171_20260405_004825814_trajectory.csv,2026-04-05T15:08:34
172,bad,sample_000172_20260405_004828181_trajectory.csv,2026-04-05T15:08:34
173,good,sample_000173_20260405_004831015_trajectory.csv,2026-04-05T15:08:34
174,bad,sample_000174_20260405_004833478_trajectory.csv,2026-04-05T15:08:34
175,good,sample_000175_20260405_004836069_trajectory.csv,2026-04-05T15:08:34
176,good,sample_000176_20260405_004846434_trajectory.csv,2026-04-05T15:08:34
177,bad,sample_000177_20260405_004848353_trajectory.csv,2026-04-05T15:08:34
178,ok,sample_000178_20260405_004851280_trajectory.csv,2026-04-05T15:08:34
179,good,sample_000179_20260405_004853615_trajectory.csv,2026-04-05T15:08:34
180,good,sample_000180_20260405_004856870_trajectory.csv,2026-04-05T15:08:34
181,good,sample_000181_20260405_004858312_trajectory.csv,2026-04-05T15:08:34
182,bad,sample_000182_20260405_004900829_trajectory.csv,2026-04-05T15:08:34
183,ok,sample_000183_20260405_004903079_trajectory.csv,2026-04-05T15:08:34
184,ok,sample_000184_20260405_004904966_trajectory.csv,2026-04-05T15:08:34
185,ok,sample_000185_20260405_004906966_trajectory.csv,2026-04-05T15:08:34
186,ok,sample_000186_20260405_004908599_trajectory.csv,2026-04-05T15:08:34
187,ok,sample_000187_20260405_004910598_trajectory.csv,2026-04-05T15:08:34
188,bad,sample_000188_20260405_004912234_trajectory.csv,2026-04-05T15:08:34
189,bad,sample_000189_20260405_004914134_trajectory.csv,2026-04-05T15:08:34
190,good,sample_000190_20260405_004915908_trajectory.csv,2026-04-05T15:08:34
191,good,sample_000191_20260405_004918356_trajectory.csv,2026-04-05T15:08:34
192,good,sample_000192_20260405_004921335_trajectory.csv,2026-04-05T15:08:34
193,ok,sample_000193_20260405_004924322_trajectory.csv,2026-04-05T15:08:34
194,bad,sample_000194_20260405_004927538_trajectory.csv,2026-04-05T15:08:34
195,good,sample_000195_20260405_004930417_trajectory.csv,2026-04-05T15:08:34
196,bad,sample_000196_20260405_004933970_trajectory.csv,2026-04-05T15:08:34
197,bad,sample_000197_20260405_004935609_trajectory.csv,2026-04-05T15:08:34
198,bad,sample_000198_20260405_004938754_trajectory.csv,2026-04-05T15:08:34
199,ok,sample_000199_20260405_004943270_trajectory.csv,2026-04-05T15:08:34
200,good,sample_000200_20260405_004945154_trajectory.csv,2026-04-05T15:08:34
201,good,sample_000201_20260405_004947139_trajectory.csv,2026-04-05T15:08:34
202,ok,sample_000202_20260405_004950372_trajectory.csv,2026-04-05T15:08:34
203,good,sample_000203_20260405_004952536_trajectory.csv,2026-04-05T15:08:34
204,good,sample_000204_20260405_004954861_trajectory.csv,2026-04-05T15:08:34
205,good,sample_000205_20260405_005156380_trajectory.csv,2026-04-05T15:08:34
206,bad,sample_000206_20260405_005158353_trajectory.csv,2026-04-05T15:08:34
207,good,sample_000207_20260405_005159496_trajectory.csv,2026-04-05T15:08:34
208,bad,sample_000208_20260405_005201049_trajectory.csv,2026-04-05T15:08:34
209,bad,sample_000209_20260405_005204204_trajectory.csv,2026-04-05T15:08:34
210,bad,sample_000210_20260405_005207327_trajectory.csv,2026-04-05T15:08:34
211,ok,sample_000211_20260405_005209595_trajectory.csv,2026-04-05T15:08:34
212,bad,sample_000212_20260405_005211659_trajectory.csv,2026-04-05T15:08:34
213,bad,sample_000213_20260405_005215693_trajectory.csv,2026-04-05T15:08:34
214,good,sample_000214_20260405_005216892_trajectory.csv,2026-04-05T15:08:34
215,bad,sample_000215_20260405_005219420_trajectory.csv,2026-04-05T15:08:34
216,good,sample_000216_20260405_005222092_trajectory.csv,2026-04-05T15:08:34
217,good,sample_000217_20260405_005224781_trajectory.csv,2026-04-05T15:08:34
218,bad,sample_000218_20260405_005226575_trajectory.csv,2026-04-05T15:08:34
219,bad,sample_000219_20260405_005228891_trajectory.csv,2026-04-05T15:08:34
220,bad,sample_000220_20260405_005234204_trajectory.csv,2026-04-05T15:08:34
221,bad,sample_000221_20260405_005236813_trajectory.csv,2026-04-05T15:08:34
222,bad,sample_000222_20260405_005239464_trajectory.csv,2026-04-05T15:08:34
223,bad,sample_000223_20260405_005242428_trajectory.csv,2026-04-05T15:08:34
224,bad,sample_000224_20260405_005244888_trajectory.csv,2026-04-05T15:08:34
225,good,sample_000225_20260405_005247496_trajectory.csv,2026-04-05T15:08:34
226,ok,sample_000226_20260405_005250845_trajectory.csv,2026-04-05T15:08:34
227,good,sample_000227_20260405_005253097_trajectory.csv,2026-04-05T15:08:34
228,ok,sample_000228_20260405_005256323_trajectory.csv,2026-04-05T15:08:34
229,bad,sample_000229_20260405_005258248_trajectory.csv,2026-04-05T15:08:34
230,ok,sample_000230_20260405_005302112_trajectory.csv,2026-04-05T15:08:34
231,ok,sample_000231_20260405_005303571_trajectory.csv,2026-04-05T15:08:34
232,bad,sample_000232_20260405_005305805_trajectory.csv,2026-04-05T15:08:34
233,ok,sample_000233_20260405_005307113_trajectory.csv,2026-04-05T15:08:34
234,good,sample_000234_20260405_005309897_trajectory.csv,2026-04-05T15:08:34
235,bad,sample_000235_20260405_005312925_trajectory.csv,2026-04-05T15:08:34
236,ok,sample_000236_20260405_005314895_trajectory.csv,2026-04-05T15:08:34
237,ok,sample_000237_20260405_005316352_trajectory.csv,2026-04-05T15:08:34
238,ok,sample_000238_20260405_005318185_trajectory.csv,2026-04-05T15:08:34
239,bad,sample_000239_20260405_005320711_trajectory.csv,2026-04-05T15:08:34
240,bad,sample_000240_20260405_005324381_trajectory.csv,2026-04-05T15:08:34
241,ok,sample_000241_20260405_005326054_trajectory.csv,2026-04-05T15:08:34
242,bad,sample_000242_20260405_005328029_trajectory.csv,2026-04-05T15:08:34
243,bad,sample_000243_20260405_005330957_trajectory.csv,2026-04-05T15:08:34
244,ok,sample_000244_20260405_005333357_trajectory.csv,2026-04-05T15:08:34
245,bad,sample_000245_20260405_005334894_trajectory.csv,2026-04-05T15:08:34
246,bad,sample_000246_20260405_005337494_trajectory.csv,2026-04-05T15:08:34
247,good,sample_000247_20260405_005339140_trajectory.csv,2026-04-05T15:08:34
248,good,sample_000248_20260405_005341066_trajectory.csv,2026-04-05T15:08:34
249,ok,sample_000249_20260405_005342755_trajectory.csv,2026-04-05T15:08:34
250,good,sample_000250_20260405_005344587_trajectory.csv,2026-04-05T15:08:34
251,bad,sample_000251_20260405_005346618_trajectory.csv,2026-04-05T15:08:34
252,bad,sample_000252_20260405_005351898_trajectory.csv,2026-04-05T15:08:34
253,good,sample_000253_20260405_005353262_trajectory.csv,2026-04-05T15:08:34
254,good,sample_000254_20260405_005356847_trajectory.csv,2026-04-05T15:08:34
255,bad,sample_000255_20260405_005357759_trajectory.csv,2026-04-05T15:08:34
256,ok,sample_000256_20260405_005400691_trajectory.csv,2026-04-05T15:08:34
257,ok,sample_000257_20260405_005404383_trajectory.csv,2026-04-05T15:08:34
258,bad,sample_000258_20260405_005406268_trajectory.csv,2026-04-05T15:08:34
259,bad,sample_000259_20260405_005407407_trajectory.csv,2026-04-05T15:08:34
260,bad,sample_000260_20260405_005409742_trajectory.csv,2026-04-05T15:08:34
261,good,sample_000261_20260405_005411156_trajectory.csv,2026-04-05T15:08:34
262,bad,sample_000262_20260405_005413583_trajectory.csv,2026-04-05T15:08:34
263,ok,sample_000263_20260405_005418768_trajectory.csv,2026-04-05T15:08:34
264,bad,sample_000264_20260405_005421050_trajectory.csv,2026-04-05T15:08:34
265,good,sample_000265_20260405_010046907_trajectory.csv,2026-04-05T15:08:34
266,bad,sample_000266_20260405_010049530_trajectory.csv,2026-04-05T15:08:34
267,bad,sample_000267_20260405_010051425_trajectory.csv,2026-04-05T15:08:34
268,good,sample_000268_20260405_010055194_trajectory.csv,2026-04-05T15:08:34
269,bad,sample_000269_20260405_010058555_trajectory.csv,2026-04-05T15:08:34
270,bad,sample_000270_20260405_010059595_trajectory.csv,2026-04-05T15:08:34
271,bad,sample_000271_20260405_010101944_trajectory.csv,2026-04-05T15:08:34
272,ok,sample_000272_20260405_010104964_trajectory.csv,2026-04-05T15:08:34
273,bad,sample_000273_20260405_010107962_trajectory.csv,2026-04-05T15:08:34
274,good,sample_000274_20260405_010110406_trajectory.csv,2026-04-05T15:08:34
275,bad,sample_000275_20260405_010113546_trajectory.csv,2026-04-05T15:08:34
276,bad,sample_000276_20260405_010115363_trajectory.csv,2026-04-05T15:08:34
277,bad,sample_000277_20260405_010117913_trajectory.csv,2026-04-05T15:08:34
278,ok,sample_000278_20260405_010121193_trajectory.csv,2026-04-05T15:08:34
279,bad,sample_000279_20260405_010124406_trajectory.csv,2026-04-05T15:08:34
280,good,sample_000280_20260405_010128039_trajectory.csv,2026-04-05T15:08:34
281,ok,sample_000281_20260405_010131499_trajectory.csv,2026-04-05T15:08:34
282,ok,sample_000282_20260405_010133590_trajectory.csv,2026-04-05T15:08:34
283,bad,sample_000283_20260405_010136144_trajectory.csv,2026-04-05T15:08:34
284,bad,sample_000284_20260405_010138749_trajectory.csv,2026-04-05T15:08:34
285,ok,sample_000285_20260405_010140823_trajectory.csv,2026-04-05T15:08:34
286,bad,sample_000286_20260405_010143191_trajectory.csv,2026-04-05T15:08:34
287,bad,sample_000287_20260405_010144674_trajectory.csv,2026-04-05T15:08:34
288,good,sample_000288_20260405_010146348_trajectory.csv,2026-04-05T15:08:34
289,bad,sample_000289_20260405_010148778_trajectory.csv,2026-04-05T15:08:34
290,bad,sample_000290_20260405_010152667_trajectory.csv,2026-04-05T15:08:34
291,bad,sample_000291_20260405_010154683_trajectory.csv,2026-04-05T15:08:34
292,good,sample_000292_20260405_010158482_trajectory.csv,2026-04-05T15:08:34
293,bad,sample_000293_20260405_010159628_trajectory.csv,2026-04-05T15:08:34
294,good,sample_000294_20260405_010201608_trajectory.csv,2026-04-05T15:08:34
295,bad,sample_000295_20260405_010208482_trajectory.csv,2026-04-05T15:08:34
296,bad,sample_000296_20260405_010211083_trajectory.csv,2026-04-05T15:08:34
297,bad,sample_000297_20260405_010213057_trajectory.csv,2026-04-05T15:08:34
298,good,sample_000298_20260405_010216284_trajectory.csv,2026-04-05T15:08:34
299,bad,sample_000299_20260405_010218574_trajectory.csv,2026-04-05T15:08:34
300,ok,sample_000300_20260405_010221787_trajectory.csv,2026-04-05T15:08:34
301,bad,sample_000301_20260405_010224394_trajectory.csv,2026-04-05T15:08:34
302,bad,sample_000302_20260405_010226636_trajectory.csv,2026-04-05T15:08:34
303,bad,sample_000303_20260405_010230440_trajectory.csv,2026-04-05T15:08:34
304,bad,sample_000304_20260405_010233067_trajectory.csv,2026-04-05T15:08:34
305,ok,sample_000305_20260405_010234749_trajectory.csv,2026-04-05T15:08:34
306,ok,sample_000306_20260405_010237285_trajectory.csv,2026-04-05T15:08:34
307,ok,sample_000307_20260405_010239082_trajectory.csv,2026-04-05T15:08:34
308,good,sample_000308_20260405_010242973_trajectory.csv,2026-04-05T15:08:34
309,bad,sample_000309_20260405_010244905_trajectory.csv,2026-04-05T15:08:34
310,bad,sample_000310_20260405_010247452_trajectory.csv,2026-04-05T15:08:34
311,ok,sample_000311_20260405_010248910_trajectory.csv,2026-04-05T15:08:34
312,bad,sample_000312_20260405_010252142_trajectory.csv,2026-04-05T15:08:34
313,ok,sample_000313_20260405_010253618_trajectory.csv,2026-04-05T15:08:34
314,bad,sample_000314_20260405_010257918_trajectory.csv,2026-04-05T15:08:34
315,bad,sample_000315_20260405_010259338_trajectory.csv,2026-04-05T15:08:34
316,good,sample_000316_20260405_010303179_trajectory.csv,2026-04-05T15:08:34
317,bad,sample_000317_20260405_010305667_trajectory.csv,2026-04-05T15:08:34
318,bad,sample_000318_20260405_010306916_trajectory.csv,2026-04-05T15:08:34
319,bad,sample_000319_20260405_010309272_trajectory.csv,2026-04-05T15:08:34
320,bad,sample_000320_20260405_010316641_trajectory.csv,2026-04-05T15:08:34
321,ok,sample_000321_20260405_010318144_trajectory.csv,2026-04-05T15:08:34
322,bad,sample_000322_20260405_010322388_trajectory.csv,2026-04-05T15:08:34
323,ok,sample_000323_20260405_010327286_trajectory.csv,2026-04-05T15:08:34
